filename, D_total_true, D_total_pred, error, raw_pred_vector
Gen_R4_815.pt, 3.6180, 3.5042, 0.113788, "[0.98 1.57 1.61 2.5 ]"
Gen_R4_816.pt, 1.9021, 1.9149, 0.012828, "[ 1.01  1.63 -0.04 -0.05]"
Gen_R4_817.pt, 2.6900, 2.6184, 0.071549, "[1.   1.61 1.55 0.93]"
Gen_R4_818.pt, 2.6900, 2.7303, 0.040263, "[1.01 1.66 1.61 1.04]"
Gen_R4_819.pt, 3.6180, 3.5601, 0.057984, "[0.99 1.61 2.58 1.57]"
Gen_R4_820.pt, 1.9021, 1.8942, 0.007912, "[ 1.01  1.6  -0.07 -0.06]"
Gen_R4_821.pt, 3.6955, 3.6302, 0.065295, "[0.99 2.43 0.95 2.32]"
Gen_R4_822.pt, 1.9021, 1.8701, 0.031971, "[ 1.01  1.57 -0.03 -0.04]"
Gen_R4_823.pt, 2.6458, 2.5898, 0.055973, "[1.01 1.96 0.97 0.94]"
Gen_R4_824.pt, 4.3857, 4.3988, 0.013059, "[1.   2.55 1.89 2.88]"
Gen_R4_825.pt, 3.5113, 3.6165, 0.105206, "[1.03 2.38 1.44 2.08]"
Gen_R4_826.pt, 3.1623, 3.1851, 0.022838, "[1.01 2.03 1.99 1.03]"
Gen_R4_827.pt, 3.7875, 3.8033, 0.015797, "[1.   2.26 2.23 1.83]"
Gen_R4_828.pt, 4.2995, 4.3247, 0.025205, "[0.98 2.44 2.42 2.44]"
Gen_R4_829.pt, 3.7875, 3.8171, 0.029669, "[1.   2.27 2.23 1.85]"
Gen_R4_830.pt, 1.9021, 1.8946, 0.007558, "[ 1.    1.61 -0.08 -0.07]"
Gen_R4_831.pt, 3.1623, 3.1119, 0.050381, "[0.99 1.98 0.96 1.96]"
Gen_R4_832.pt, 1.9021, 1.9441, 0.041966, "[ 1.    1.67 -0.02 -0.06]"
Gen_R4_833.pt, 2.6458, 2.5454, 0.100304, "[0.99 1.93 0.91 0.97]"
Gen_R4_834.pt, 3.7875, 3.6961, 0.091400, "[0.99 2.21 1.74 2.18]"
Gen_R4_835.pt, 3.7875, 3.7756, 0.011823, "[1.01 2.25 1.78 2.23]"
Gen_R4_836.pt, 3.6955, 3.7187, 0.023209, "[1.01 2.43 2.42 1.03]"
Gen_R4_837.pt, 4.3857, 4.3701, 0.015572, "[1.01 2.52 2.86 1.88]"
Gen_R4_838.pt, 3.5113, 3.5524, 0.041129, "[1.01 2.32 1.97 1.53]"
Gen_R4_839.pt, 4.2995, 4.3207, 0.021266, "[0.99 2.46 2.42 2.41]"
Gen_R4_840.pt, 1.9021, 1.9059, 0.003778, "[ 1.01  1.61 -0.1  -0.08]"
Gen_R4_841.pt, 4.1144, 4.0617, 0.052737, "[1.   2.73 0.96 2.67]"
Gen_R4_842.pt, 1.9021, 1.8991, 0.003041, "[ 1.01  1.61 -0.06 -0.06]"
Gen_R4_843.pt, 2.8815, 3.0058, 0.124359, "[1.02 2.38 1.1  1.06]"
Gen_R4_844.pt, 3.6180, 3.6663, 0.048266, "[1.01 2.65 1.62 1.66]"
Gen_R4_845.pt, 4.3857, 4.3709, 0.014787, "[0.99 2.89 1.86 2.52]"
Gen_R4_846.pt, 4.0420, 4.1727, 0.130627, "[1.02 2.86 1.86 2.17]"
Gen_R4_847.pt, 4.3857, 4.3983, 0.012594, "[1.02 2.88 2.53 1.91]"
Gen_R4_848.pt, 3.6180, 3.6178, 0.000211, "[1.   2.63 1.56 1.66]"
Gen_R4_849.pt, 3.6674, 3.6887, 0.021282, "[1.02 2.66 1.33 1.94]"
Gen_R4_850.pt, 3.6674, 3.8833, 0.215926, "[1.05 2.78 2.02 1.47]"
Gen_R4_851.pt, 4.0420, 4.1500, 0.107935, "[1.02 2.69 2.29 1.92]"
Gen_R4_852.pt, 4.1144, 4.1756, 0.061233, "[1.01 2.81 2.73 1.05]"

--- COMPLETED ---
Processed: 853
Average Error: 0.036185
